AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,SP500
89.83,139,114.06,44.64,92.04,117.83,180.1,240.88,119.12,2948.51
89.33,137.53,112.47,44.9,90.28,118.02,179.93,241.88,118.39,2955.45
94.32,144.73,117.41,44.84,93.3,120.95,196.06,242.48,121.76,2991.77
101.23,149.52,122.42,45.96,93.9,121.53,209.66,247.36,125.54,3036.13
98.06,149.82,120.74,45.595,90.87,116.75,201.22,245.14,124.53,3029.73
95.07,145.85,120.13,47.82,91.7,117.3,196.49,248.48,124.9,3044.31
96.75,151.39,120.5,46.3,92.79,118.77,199.93,247.29,124.89,3055.73
99.07,153.31,123.32,46.89,94.69,118.75,204.14,252.71,126,3080.82
105.4,173.16,127.09,46.94,97.18,122.18,210.57,251,129.05,3122.87
106.54,184.3,128.96,46.86,96.28,123.69,214.82,248.95,128.89,3112.35
109.73,205.43,135.12,47.83,100.81,124.82,217.92,254.9,132.06,3193.93
113.67,230.5,137.72,48.13,103.24,127.28,220.81,256.77,135.75,3232.39
110.46,216.74,134.19,48.05,101.53,123.89,218.1,256.76,131.87,3207.18
106.16,203.41,132.44,47.42,97.58,122.18,213.52,254.45,129.87,3190.14
98.6,170,121.55,43.67,89.37,112.64,194.13,239.47,118.01,3002.1
101.68,189.51,123.15,45.07,92.39,115.49,201.78,242.45,121.91,3041.31
103.95,190.94,123.61,45.35,91.23,117.08,206.31,241.36,121.65,3066.59
105.62,197.77,130.11,46.48,94.03,118.44,209.59,249.95,125.15,3124.74
103.96,192.54,128.23,46.17,91.54,117.65,206.19,250.85,124.15,3113.49
102.16,192.29,127.59,45.83,91.94,118.37,203.84,249.21,124.16,3115.34
100.94,187.02,127.46,45.32,90.63,114.35,201.63,246.65,122.47,3097.74
99.44,188.52,125.79,45.16,91.59,115.92,203.42,249.16,121.07,3117.86
99.42,187.88,126.25,45.47,91.44,116.59,204.78,250.31,119.41,3131.29
95.48,176.69,122.06,44.75,87.64,112.07,198.02,246.13,116.42,3050.33
97.85,174.88,124.71,45.22,89.21,111.36,207.1,245.38,119.03,3083.76
93.42,170.01,122.39,46.31,86.46,109.1,189.19,241.01,117.19,3009.05
94.52,194.49,125.25,46.15,87.67,111.52,193.47,246.12,119.75,3053.24
95.2,183.3,126.5,46.64,89.23,111.51,197.62,250.51,120.77,3100.29
94.05,180.32,126.06,46.06,87.62,113.01,197.57,248.15,118.54,3115.86
94.33,180.81,127.72,45.63,88.31,112.18,197.4,248.5,119.7,3130.01
96.58,187.91,129.43,46.42,88.57,114.43,207.36,249.55,120.19,3179.72
93.01,178.88,127.2,45.63,86.31,113.63,199.36,247.35,117.58,3145.32
92.9,180.08,128.13,45.81,86.35,116.66,202.25,249.17,117.71,3169.94
90.57,173.28,125.73,46.7,82.74,116.81,196.83,247.96,115.71,3152.05
93.23,178.44,128.01,46.66,85.23,119.34,205.56,250.11,118.35,3185.04
93.56,175.65,130.57,45.93,85.4,116.22,208.88,249.62,119.2,3155.22
94.84,179.96,136.88,46.26,88.35,118.66,214.01,257.79,120.6,3197.52
97.36,187.94,138.36,46.4,88.89,120.9,216.9,257.8,123,3226.56
96.32,178.7,138.56,45.78,88.36,119.43,214.67,258.08,124.01,3215.57
95.18,175.66,136.9,46.75,87.19,118.65,211.41,260.38,125.11,3224.73
94,174.42,134.63,46.97,85.27,117.79,211.71,260.17,126.37,3251.84
96.33,178.63,135.87,47.02,91.39,118.62,212.02,262.42,126.06,3257.3
96.54,179.79,136.98,46.9,91.04,119.03,206,265.17,128.67,3276.02
96.67,176.45,136.6,47.41,91.01,118.12,203.02,263.81,127.33,3235.66
95.33,173.76,137.58,46.4,90.13,117.61,201.47,265.31,125.79,3215.63
95.79,170.21,139.89,47.19,91.04,116.31,203.02,267.42,126.21,3239.41
94.42,170.84,138.03,46.28,89.11,116.18,201.62,265.28,124.47,3218.44
96.69,166.01,140.53,46.71,90.07,115.61,202.58,264.66,125.32,3258.44
94.65,161.95,136.73,46.44,86.27,115.66,199.53,266.31,122.9,3246.22
93.32,158,132.88,47.1,83.94,116.94,197.96,265.49,122.94,3271.12
93.54,162.27,131.78,47.16,84.81,116.35,199.39,266.18,124.31,3294.61
93.19,165.07,131.52,47.67,86.49,117.29,201.64,267.87,125.84,3306.51
95.39,174.28,134.97,47.33,87.2,127.61,204.52,267.48,125.45,3327.77
95.92,172.2,134.39,47.77,87.47,130.82,204.25,269.37,126.12,3349.16
99.16,170.02,134.92,47.43,86.8,129.93,208.27,271.64,124.96,3351.28
101.62,179.41,142.02,47.73,89.73,128.79,209.38,274.73,127.11,3360.47
103.26,180.13,142.53,47.19,89.62,130.49,211.06,274.92,126.75,3333.69
101.68,175.44,142.57,48.1,90.72,131.79,212.13,281.58,126.7,3380.35
100.42,174.73,140.67,42.72,89.82,130.96,208.39,281.66,125.03,3373.43
100.41,178.08,139.96,42.5,90.35,130.53,207.97,280.55,125.27,3372.85
97.55,172.01,138.72,42.09,90.77,129.37,203.07,288.24,124.44,3381.99
96.67,170.23,138.37,41.98,87.63,128.92,201.31,285,124.92,3389.78
96.89,169.27,138.02,41.87,86.39,127.77,203.02,282.86,123.84,3374.85
96.72,169.58,137.48,42.31,84.81,128.12,201.85,280.68,123.15,3385.51
96.15,167.5,138.43,42.25,85.08,127.44,202.43,283.23,123.16,3397.16
99.33,178.27,141.68,42.18,87.2,130.69,207.34,286.75,125.68,3431.28
99.05,174.73,141.15,41.96,86.13,129.79,206,286.13,124.64,3443.62
98.4,171.9,141.83,42.25,84.78,132.18,207.22,291.93,124.17,3478.73
101.53,174.2,143.37,42.29,84.91,133.73,210.15,288.63,124.65,3484.55
102.54,175.8,143.63,42.2,85.63,135.54,207.71,286.29,125.07,3508.01
101.59,171.82,142.31,42.22,83.93,131.87,204.87,285.04,123.31,3500.31
102.47,172.1,146.05,42.03,83.08,133.55,205.46,285.94,123.4,3526.65
104.4,174.78,149.27,42.42,83.19,135.39,210.04,287.2,128.18,3580.84
104.46,168.77,146.76,40.95,82.28,133.24,207.56,274.63,124.45,3455.06
105.67,171.05,148.18,40.82,81.93,131.99,210.94,269.66,122.3,3426.96
103.67,161.08,148.52,40,78.97,134.2,202.48,269.26,121.21,3331.84
103.78,160.78,152.69,40.13,80.03,133.36,202.22,277.04,122.26,3398.96
102.77,157.69,149.86,39.57,78.15,133.22,200.01,272.7,120.56,3339.19
103.36,160.23,153.83,39.88,77.69,131.75,200.92,276.33,121.46,3340.97
107.27,165.35,153.51,40.37,77.29,131.25,201.34,280.65,122.09,3383.54
106.68,163.49,148.6,40.6,76.35,131.24,198,285.58,122.44,3401.2
105.98,167.46,151.11,40.42,78.56,132.09,200.68,281.63,124.22,3385.49
104.66,167.53,153.87,40.37,78.79,130.22,194.83,279.96,124.92,3357.01
103.44,161.14,152.39,39.81,78.21,128.63,194.86,275.19,122.76,3319.47
98.17,156.35,145.33,39.04,76.3,125.41,194,272.35,120.25,3281.06
98.48,156.8,147.15,39.32,75.53,127.21,191.62,273.31,120.51,3315.57
95.56,151.18,144.38,38.28,71.95,123.28,186.12,266.55,118.83,3236.92
95.45,146.05,145.14,37.85,71.8,122.49,195.11,265.7,118.09,3246.59
96.26,156.03,145.91,38.45,71.83,124,194.95,268.55,118.95,3298.46
98.82,166.08,147.68,39.13,73.93,125.99,199.07,272.33,121.73,3351.6
97.75,163.6,147.41,39.06,71.9,125.4,196.79,272.11,120.94,3335.47
100.25,165.26,149.15,39.39,72,124.08,200.97,277.71,121.67,3363
101.33,167.86,146.71,38.8,70.42,123.31,198.55,277.62,121.09,3380.8
101.61,168.08,149.94,38.27,71.19,122.55,199.9,279.31,120.57,3348.44
103.89,171.2,153.49,38.57,72.7,123.37,201.8,282.1,122.01,3408.63
101.76,159.54,151.53,38.57,72.3,120.93,201.09,276.47,121.97,3360.95
103.38,164.61,154.77,39.4,73.78,122.91,203.6,282.79,124.07,3419.45
106.06,168,156.66,39.79,75.22,123.09,207.98,284.52,131.49,3446.83
106.34,167.33,158.94,39.85,74,124.98,207.54,285.92,127.79,3477.13
106.61,167.35,162.61,40.36,74.51,124.97,214.12,286.91,127.21,3534.22
105.01,162.14,162.12,39.81,73.4,128.96,210.81,290.36,125.1,3511.93
104.81,163.24,163.61,39.89,72.95,126.59,211.23,287.09,125.94,3488.67
104.43,164.24,165.04,39.97,73.51,127.36,208.6,287.54,124.89,3483.34
104.91,167.35,168.75,40.16,72.89,126.81,206.21,287.66,125.93,3483.81
102.47,167.11,167.53,39.3,71.28,124.23,205.69,283.73,125.52,3426.92
103.14,167.24,168.99,39.2,71.68,124.95,208.03,286.04,117.37,3443.12
101.43,163.86,167.4,39.06,70.87,126.63,202.91,284.51,115.06,3435.56
104.79,169.07,169.66,38.82,73.4,127.56,205.4,281.16,115.76,3453.49
100.98,167.36,168.59,38.82,72.57,128.35,205.04,283,116,3465.39
96.88,160.83,163.2,37.67,70.94,124.06,201.14,276.04,112.22,3400.97
94.93,155.24,157.91,36.87,69.51,123.31,195.68,276.84,110.56,3390.68
91.6,148.14,151.16,35.71,66.88,118.47,189.77,269.72,106.65,3271.03
91.07,148.29,154.67,35.69,68.8,121.54,189.94,269.63,108.91,3310.11
91.24,144.39,157.05,35.9,69.5,121.25,189.04,266.71,111.66,3269.96
93.4,148.6,163.27,35.9,72.15,120.13,190.2,270.74,112.91,3310.24
96.29,153.65,167.69,36.68,71.74,124.02,197.93,277.37,114.16,3369.16
96.4,151.63,155.23,36.57,71.77,125.07,197.87,282.72,111.9,3443.44
98.11,157.09,163.09,37.23,72.14,126.96,202.96,285.85,114.77,3510.45
96.69,157.74,161.29,37.53,71.15,127.46,201.26,284.24,114.04,3509.44
117.37,179.36,170.82,38.2,79.4,142.59,214.93,269.97,115.53,3550.5
115.95,188.69,172.3,38.72,83.07,142.11,217.47,275.57,117.91,3545.53
111.12,182.15,169.46,39.33,82.46,137.82,218.05,277.75,117.2,3572.66
111.1,176.72,169.13,38.67,80.67,135.52,214.51,276.24,114.5,3537.01
114.99,187.11,171.71,41.4,83.03,138.36,219.08,277.17,116.85,3585.15
118.67,202.4,173.19,42.54,88.96,144.67,222.38,279.57,118.36,3626.91
116.48,210.05,171.91,41.88,87.04,144.5,224.65,272.47,117.7,3609.53
114.24,203.3,172.74,41.32,84.28,143.9,224.3,269.83,116.77,3567.79
114.14,205.67,172.9,41.17,85.73,141.72,224.57,270.93,117.18,3581.87
112.58,199.62,172.23,40.97,85.79,141.07,223.35,269.81,116.94,3557.54
116.09,211.53,174.78,41.64,91.03,145.98,228.83,271.4,120.09,3577.59
120.39,218.49,176.9,42.61,95.62,151.49,237.5,273.31,124.42,3635.41
120.58,217.61,174.63,42.5,92.14,149.09,236.54,273.96,124.2,3629.65
120.59,216.5,175.08,42.7,91.31,147.13,235.4,275.99,124.35,3638.35
118.59,210.71,173.59,43.02,87.18,148.01,230.58,277.41,123.52,3621.63
119.93,213.01,173.26,43.54,87.45,149.44,232.08,276.6,123.16,3662.45
122.33,223.85,173.87,43.89,89.87,153.61,237.65,271.1,124.62,3669.01
123.12,237.2,174.63,44.11,89.8,153.24,235.47,268.14,123.61,3666.72
125.04,232.71,182.21,44.38,93.28,154.14,239.58,263.99,127.2,3699.12
123.94,238.17,178.71,44.35,90.76,153.68,238.45,262.64,124.7,3691.96
123.52,236.57,178.84,44.37,91.54,153.72,238.84,261.72,125.71,3702.25
121.69,232.06,180.07,44.69,90.44,154.43,242.82,265.58,126.79,3672.82
121.84,234.43,178.85,44.32,93.35,154.69,244.4,264.81,124.96,3668.1
120.23,230.33,179.29,44.32,92.45,175.72,239.99,264.55,124.27,3663.46
117.36,228.62,178.05,44.24,89.44,169.3,237.79,265.58,123.53,3647.49
119.1,229.5,181.74,44.72,89.37,173.94,242.43,267.98,125.93,3694.62
119,225.87,179.5,44.72,88.69,173.12,243.77,269.59,125.55,3701.17
118.98,221.24,179.17,44.82,88.41,173.55,244.43,273.97,125.55,3722.48
117.51,219.75,180.96,45.44,87.19,172.89,242.13,270.45,125.85,3709.41
116.41,219.31,180.16,44.88,86.09,170.69,256.98,270.99,123.39,3694.92
114.55,218.78,176.58,44.69,84.36,170.45,250.09,270.04,123.61,3687.26
116.95,219.69,178.42,44.375,85.69,173.55,256.45,269.81,123.9,3690.01
117.35,217.15,179.56,44.54,85.33,173.73,256.16,270.92,124.69,3703.06
118.36,216.09,178.37,44.92,84.9,178.86,259.59,269.25,124.82,3735.36
118.14,216.25,176.65,44.64,84.61,177.3,258.01,266.19,123.8,3727.04
119.43,216.67,180.04,44.48,85.33,181.17,259.45,265.26,124.34,3732.04
120.91,214.06,182.02,44.75,84.45,181.18,263.71,265.62,125.88,3756.07
118.04,202.72,182.15,43.96,84.71,177.68,265,263.92,123.94,3700.65
118.67,211.63,183.64,43.98,87,178.44,270.93,266.05,126.14,3726.86
123.06,211.03,193.86,44.4,89.8,179.12,285.55,267.57,129.29,3748.14
121.66,212.71,194.23,44.96,90.22,178.58,291.65,266.26,128.99,3803.79
121.78,209.9,194.26,45.06,91.08,178.69,290.08,269.09,128.53,3824.68
121.06,206.79,193.86,45.36,91.6,179.09,293.83,271.23,128.58,3799.61
121.62,208.41,197.54,45.79,93.34,175.99,302.21,276.33,129.21,3801.19
122.4,207.21,195.89,45.36,93.25,176.12,302.94,274.05,126.92,3809.84
123.78,209.91,197.4,45.15,95.49,173.43,307.87,268.34,128.97,3795.54
122.15,204.32,194.62,45.43,92.09,171.44,301.01,275.59,128.39,3768.25
126.75,210.71,194.06,45.19,94.51,172.26,294.2,273.19,129.02,3798.91
128.94,211.45,192.34,45.34,95.38,173.64,290.47,274.3,130.08,3851.85
127.43,207.41,192.19,45.11,92.01,171.28,289.37,279.05,131.65,3853.07
126.14,205.84,191.94,44.77,91.73,172.78,289.39,284,118.61,3841.47
121.15,203.36,187.34,45.03,90.9,171.89,283.04,285.08,118.58,3855.36
116.15,202.06,187.21,45.26,89.36,169.56,281.76,282.6,122.49,3849.62
114.09,194.03,180.63,45.7,88.2,163.03,273.33,274.05,122.47,3750.77
118.97,197.23,184.34,45.34,89.02,171.88,275.02,278.05,120.08,3787.38
116.26,194.19,182.84,44.58,85.2,168.17,271.17,270.82,119.11,3714.24
117.03,195.84,184.72,45.4,86.41,170.97,274.73,270.07,120.54,3773.86
120.7,200.94,192.5,45.83,87.06,176.96,286.97,272.16,119.44,3826.31
120.44,207.39,191.45,45.77,88.96,176.43,288.55,274.17,119.12,3830.17
124.9,210.64,191.65,47.25,89,180.23,293.75,278.82,121.02,3871.74
126.28,207.93,193,48.08,89.26,181.16,293.5,278.86,121.79,3886.83
127.99,211.95,197.45,48.94,91.48,190,300.15,280.03,123.61,3915.59
126.68,215.12,197.28,48.5,90.96,188.21,300.46,276.77,122.1,3911.23
128.23,211.92,197.72,47.24,92.52,189.63,304.28,278.69,122.24,3909.88
128.31,210.66,198.35,47.58,92.02,190.91,302.32,277.06,120.91,3916.38
129.62,210.98,197.99,47.29,92.55,187.67,306.32,277.51,120.8,3934.83
130.68,217.18,202.38,46.51,93.13,186.35,311.96,275.39,120.07,3932.59
128.56,215.52,202.3,46.25,95.92,186.44,312.74,280.92,119.97,3931.33
128.49,208.48,199.92,46.34,95,183,309.9,283.05,120.73,3913.97
131.71,217.47,209.91,45.68,95.8,183.65,315.62,279.64,118.99,3906.71
135.95,212.88,218.06,45.43,98.39,191.76,316.87,275.85,120.86,3876.5
136.94,212.12,220.18,45.51,99.63,197.09,319.21,267.24,120.71,3881.37
139.89,229.34,222.47,45.74,103.31,197.51,330.64,259.97,123.21,3925.43
137.08,216.45,221.82,45.52,102.35,190.98,327.76,255.25,122.47,3829.34
135.26,212.01,215.88,44.87,100,189.04,319.48,258.34,118.93,3811.15
138.71,224.39,219.76,45.92,102.05,194.98,329.92,261.62,120.74,3901.82
139.25,223.14,215.82,45.515,102.44,193.94,330.94,260.29,120.33,3870.29
142.59,228.56,214.91,45.13,103.59,192.26,334.43,257.36,122.36,3819.72
142.68,224.71,212.77,44.56,104.5,188.03,329.29,250.93,120.11,3768.47
147.33,223.22,220.16,46.25,109,189.99,327.37,253.52,122.83,3841.94
150.27,224.03,221.58,47.51,109.75,201.91,334.19,259.03,124.81,3821.35
145.1,230.61,216.8,47.89,109.5,194.51,330.59,264.96,124.18,3875.44
146.75,245.34,221.06,48.29,111.37,195.06,342.02,266.24,127.87,3898.81
147.75,252,219.76,48.8,111.19,196.75,342.1,268.85,127.14,3939.34
148.54,269.19,229,48.82,111.56,197.16,348.81,273.1,127.61,3943.34
146.99,265.63,230.74,49.41,110.25,196.76,346.05,278.54,128.58,3968.94
143.3,255.21,226.46,49.67,107.64,194.24,341.71,282.08,128.24,3962.71
144.68,263.59,233.63,49.42,108.03,195.24,344.95,280.03,129.03,3974.12
142.58,256.06,230.68,48.8,104.12,192.28,348,283.16,130.06,3915.46
140.71,255.82,225.29,48.98,103.38,191.14,344.2,289.1,128.9,3913.1
139.95,251.23,226.02,50.3,102.54,192.86,339.33,288.94,130.55,3940.59
136.08,241.25,218.25,50.01,101.97,188.73,331.77,289.98,130.46,3910.52
138.42,239.24,221.23,49.65,104.7,184.72,328.65,292.75,130.62,3889.14
142.28,247.19,224.25,50.51,105.07,186.91,330.55,297.18,133.07,3909.52
143.73,244.87,229.5,52.57,107.48,185.92,327.39,303.81,136.38,3974.54
142.37,250.52,230.22,52.52,106.92,184.85,325.73,302.2,135.86,3971.09
143.49,252.01,233.08,51.77,105.93,185.53,332.01,304.82,134.72,3958.55
141.44,254.72,231.87,51.71,104.79,184.52,327,305.25,133.26,3972.89
144.57,252.96,232.74,51.98,105.75,188.97,327.64,307.75,133.23,4019.87
146.06,259.36,233.71,52.41,104.51,188.5,323.54,315.4,135.93,4077.91
146.15,255.17,230.64,52.025,103.58,189.73,327.06,313.78,134.22,4073.94
147.13,252.58,230.41,51.77,104.19,187.56,326.55,312.47,134.93,4079.95
147.04,254.95,230.48,51.91,103.02,187.32,331.14,314.43,135.12,4097.17
147.78,252.36,230.75,52.09,102.92,187.89,330.81,319.23,135.73,4128.8
147.57,249.52,230.93,51.57,101.78,186.49,331.84,320.79,134.59,4127.99
145.99,253.27,229.35,51.66,102.24,185.49,327.68,320.4,131.18,4141.59
147.42,252.43,232.58,51.37,104.27,187.46,335.35,320.02,132.63,4124.66
148.53,251.11,232.52,51.64,103.42,185.93,338.55,322.74,132.58,4170.42
149.99,248.18,233.36,52.8,102.96,187.26,342.31,328.08,133.59,4185.47
148.54,244.15,232.39,52.85,103.26,187.43,343.09,326.85,133.12,4163.26
145.1,234.06,227.63,51.79,101.33,182.79,331.88,323.96,138.16,4134.94
147.18,235.92,232.46,51.93,102.73,183.11,335.27,325.95,143.55,4173.42
147.16,234.33,228.89,51.5,100.95,182.76,330.85,321.46,141.28,4134.98
144.33,238.38,230.11,51.91,101.55,183.02,339.35,323.89,142.43,4180.17
150.34,241.44,230.56,51.64,101.52,184.27,343.52,319.99,141.57,4187.62
150.36,242.47,230.34,51.37,102.7,184.64,346.63,320.59,142.01,4186.72
152.54,235.46,232.3,51.11,105.22,183.39,348.11,319.71,143,4183.18
154.63,235.94,227.47,51.46,106.9,185.33,352.97,325.34,144.24,4211.47
153.35,234.31,228.11,50.91,103.07,186.02,348.45,323.67,141.88,4181.17
154.8,235.19,228.17,51.17,105.53,185.51,350.16,330.27,144.75,4192.66
154.53,233.63,233.41,50.71,106.11,184.25,349.84,332.77,145.75,4164.66
156.39,228.18,237.88,51.13,108.96,181.51,357.62,332.05,145.22,4167.59
156.88,229.81,237.07,52.44,109.02,181.79,365.97,337.58,148.42,4201.62
158.98,235.47,240.99,53.43,110.02,184.84,370.89,339.25,145.46,4232.6
158.68,232.93,242.61,53.16,109.57,184.3,368.68,341.12,146.17,4188.43
154.43,228.88,239.3,52.83,106.7,181.67,359.92,330.66,144.22,4152.1
152.3,220.78,237.32,51.6,107.37,177.85,354.4,317,141.3,4063.04
154.08,222.64,240.07,52.49,106.68,178.34,358.81,325.42,144.17,4112.5
157.15,228.47,242.23,52.9,109.47,173.7,368.77,323.63,144.68,4173.85
156.86,227.98,244.79,52.94,110.81,170.08,369.25,320.01,145.11,4163.29
154.99,227.55,239.47,52.93,106.18,169.68,364.56,316.75,143.91,4127.83
154.73,224.42,236.87,52.47,103.2,169.27,358.38,314.45,143.19,4115.68
155.53,227.65,234.99,52.85,103.56,171.36,359.78,315.9,143.88,4159.12
156.87,234.82,237.24,52.43,104.12,172.4,366.26,315.77,144.74,4155.86
158.64,237.44,239.05,53.39,105.6,174.31,368.29,314.84,144.72,4197.05
158.01,240.74,237.17,53.31,103.87,176.17,364.51,316.75,143.79,4188.13
158.58,241.37,237.71,52.91,104.12,176.47,367.4,317.33,143.38,4195.99
159.74,250.7,241.28,52.92,103.01,179.04,371.37,318.77,143.82,4200.88
160.13,247.02,241.08,52.9,103.79,178.65,372.02,318.91,143.74,4204.11
163.76,254.73,242.76,52.62,106.65,178.84,382.44,316.31,144.19,4202.04
164.12,255.62,243.46,52.96,108.08,177,383.44,313.23,145.72,4208.12
164.52,250.32,243.84,53.33,107.59,176.24,388.72,311.43,145.55,4192.85
165,249.92,244.02,54.07,108.45,177.18,391.45,311.01,147.42,4229.89
165.92,252.66,239.76,53.92,107.75,176.99,388.16,309.96,148.02,4226.52
166.51,252.76,240.16,54.13,108.73,176.33,384.7,310.9,149.07,4227.26
164.09,248.06,234.65,54.02,107.78,176.04,382.78,307.34,150.67,4219.55
162.23,248.34,225.73,55.03,108.41,176.57,373.94,308.31,150.54,4239.18
164.51,247.28,220.7,54.77,107.91,177.38,378.05,310.77,151.28,4247.44
163.81,245.14,219.01,54.17,107.97,178.18,372.92,309.32,150.03,4255.15
166.27,246.54,219.46,53.79,110.3,175.86,371.3,306.45,149.36,4246.59
164.68,242.27,217.16,53.47,109.67,174.66,371,302.78,147.83,4223.7
162.13,239.22,209.45,53.13,107.07,174.65,361.5,303.12,145.6,4221.86
158.17,237.35,208.86,52.07,103.03,172.42,348.83,302.61,143.12,4166.45
164.9,245.28,213.21,53.18,106.05,173.97,357.54,307.6,146.65,4224.79
164.5,243.78,213.13,53.26,106.4,173.5,357.53,312.71,146.36,4246.44
166.02,243.57,213.79,52.76,106.27,175.33,361.05,311.67,144.61,4241.84
168.21,250.57,219.34,52.78,107.14,177.93,368.75,311.84,145.44,4266.49
169.45,248.38,216.31,53.06,107.3,178.35,368.77,313.63,146.84,4280.7
164.78,239.96,216.27,52.96,103.99,176.57,368.71,314.28,145.29,4290.61
164.25,235.76,215.1,52.91,103.76,173.93,372.62,318.24,145.55,4291.8
165.23,239.56,217.63,53,104.74,175.77,379.53,318.89,146.59,4297.5
166.94,239.73,216.71,53.44,106.21,177.26,374.99,321.54,146.84,4319.94
168.5,236.68,217.76,53.54,106.07,177.11,374.16,322.7,140.02,4352.34
169.56,236.14,213.52,52.98,103.99,173.69,369.86,319.26,138.78,4343.54
170.98,231.78,214.69,53.26,102.93,172.82,367.67,323.48,139.82,4358.13
167.5,236.77,212.11,53.26,102.6,172.8,358.94,318.54,140.74,4320.82
171.94,239.59,217.42,53.74,104.07,177.04,371.76,322.09,141.52,4369.55
173.6,238.29,218.58,53.23,104.28,184.38,380.5,321.74,140.92,4384.63
172.62,228.2,215.19,53.32,103.93,183.65,375.98,317.05,140.28,4369.21
172.52,224.45,211.64,54.09,101.97,183.42,374.4,319.22,139.82,4374.3
172.85,222.76,211.41,53.65,101.3,184.15,373.35,322.71,140.45,4360.03
170.01,217.74,207.95,53.7,98.62,179.31,364.8,321.54,138.9,4327.16
162.81,206.99,203.08,53.06,95.96,172.95,354.72,318.87,137.92,4258.49
168.87,217.15,207.96,53.58,96.53,176.75,364.76,325.35,139.97,4323.06
172.51,222.54,210.73,53.88,99.82,176.89,373.5,326.36,141.3,4358.69
170.9,220.87,209.16,54.54,98.82,175.13,372.71,326.66,140.71,4367.48
173.18,221.52,209.53,55.23,98.86,176.14,374.05,332.84,141.34,4411.79
172.61,225.85,211.03,55.47,100.95,178.74,375.9,331.18,142.77,4422.3
172.94,222.27,209.9,55.28,100.61,179.5,374.84,327.26,142.75,4401.46
170.02,231.57,211.44,54.77,101.18,179.1,374.23,325.52,141.77,4400.64
171.95,231.63,212.56,55.07,102.57,178.35,377.55,327.43,141.93,4419.15
170.53,226.48,206.75,55.37,101.81,176.02,374.88,328.19,140.96,4395.26
169.27,225.34,205.16,55.45,101.63,175.55,378.19,327.22,141.42,4387.16
169.04,229.09,208.5,56.25,102.6,172.99,380.36,331.94,144.07,4423.15
168.06,226.63,204.52,55.69,100.3,172.58,377.86,330.31,142.76,4402.66
169.63,229.94,207.19,55.76,101.23,176.71,384.3,333.11,142.77,4429.1
171.36,231.33,208.35,55.59,101.95,177.13,397.89,329.84,144.09,4436.52
170.78,232.27,208.89,55.47,100.25,176.72,399.88,328.76,141.25,4432.35
169.49,235.78,214.07,55.61,102.08,177.07,407.97,331.48,141.38,4436.75
170.67,239.49,221.66,55.86,102.85,178.09,413.89,337,142.13,4447.7
168.52,238.18,220.24,56.39,102.64,179.29,415,334.02,143.07,4460.83
166.08,234.46,218.57,56.47,101.96,181.08,410.78,331.32,143.18,4468
165.75,229.06,217.71,56.28,100.92,179.09,408.35,335.05,143.59,4479.71
164.65,222.22,213.44,56.01,100.73,175.83,404.97,320.75,142.42,4448.08
162.13,219,209.81,55.15,96.7,174.74,398.8,321.55,139.47,4400.27
